ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 34;cg.C;cg.cpp:619-619;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.059999998658895;0.040072195231915;0.08330149948597;1.00;1.00;1.00;1.00;1;100.00;100.00;3.00;3.00;3.00;3.00;3.00
Loop 6;cg.C;cg.cpp:951-955,stl_vector.h:1129-1129;main;Innermost;0.11499999463558;0.038402523845434;0.07983060926199;2.00;1.29;7.58;3.00;1;0.00;18.75;3.00;1.50;2.33;0.40;1.00
Loop 32;cg.C;cg.cpp:664-664;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.054999999701977;0.033393494784832;0.069417916238308;1.00;1.00;1.00;1.00;1;100.00;100.00;1.00;1.00;1.00;1.00;1.00
Loop 11;cg.C;cg.cpp:918-922,new_allocator.h:191-191,stl_vector.h:993-993,stl_vector.h:1283-1292;main;Innermost;0.090000003576279;0.030054144561291;0.062476124614477;2.28;1.30;5.45;2.28;7;11.76;25.00;6.83;3.00;5.25;1.25;3.00
Loop 30;cg.C;cg.cpp:678-680,cg.cpp:688-690;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);InBetween;0.025000000372529;0.020036097615957;0.041650749742985;2.00;1.00;6.15;3.33;3;11.11;22.22;3.33;1.67;3.33;0.54;1.00
Loop 2;cg.C;cg.cpp:931-932;main;Innermost;0.059999998658895;0.020036097615957;0.041650749742985;1.00;1.00;8.00;1.25;1;0.00;12.50;1.25;1.25;1.25;0.16;1.00
Loop 59;cg.C;cg.cpp:848-849,move.h:197-199,stl_iterator.h:1148-1148,stl_iterator.h:1337-1337,stl_algo.h:88-92,stl_algo.h:97-99,stl_algo.h:1896-1896,stl_algo.h:1922-1924,stl_algo.h:1929-1929,stl_algo.h:1932-1932;void std::__introsort_loop<__gnu_cxx::__normal_iterator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet*, std::vector<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet, std::allocator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::TripletLess> >(__gnu_cxx::__normal_iterator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet*, std::vector<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet, std::allocator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet> > >, __gnu_cxx::__normal_iterator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet*, std::vector<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet, std::allocator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::TripletLess>) [clone .isra.0];Outermost;0.045000001788139;0.015027072280645;0.031238062307239;2.04;1.00;5.11;3.77;320;26.09;27.99;24.50;12.00;24.50;4.80;6.50
Loop 51;cg.C;cg.cpp:280-281;main._omp_fn.0;Innermost;0.014999999664724;0.011687723919749;0.024296270683408;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 29;cg.C;cg.cpp:700-701;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.02000000141561;0.011687723919749;0.024296270683408;1.00;1.00;1.00;1.00;1;100.00;100.00;3.00;3.00;3.00;3.00;3.00
Loop 20;cg.C;cg.cpp:713-713,cg.cpp:976-977,cg.cpp:984-986,cg.cpp:994-995,cg.cpp:1001-1003;main;Innermost;0.025000000372529;0.008348373696208;0.017354479059577;2.43;1.51;6.47;2.52;15;0.00;18.04;36.50;15.00;24.19;5.65;14.50
Loop 39;cg.C;cg.cpp:548-551;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Single;0.010000000707805;0.0066786995157599;0.013883583247662;1.00;1.00;1.00;4.00;1;100.00;100.00;4.00;4.00;4.00;4.00;1.00
Loop 44;cg.C;cg.cpp:392-393;main._omp_fn.0;Innermost;0.0049999998882413;0.00166967487894;0.0034708958119154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
