ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 13;cg.C;cg.cpp:848-848,stl_algo.h:1799-1801;main;Innermost;0.19499999284744;0.035281661897898;0.10195548087358;1.42;1.00;2.83;1.42;2;50.00;32.81;1.42;1.00;1.42;0.50;1.00
Loop 12;cg.C;stl_iterator.h:1126-1126,stl_algo.h:1796-1796,stl_algo.h:1805-1805,stl_algo.h:1839-1839;main;InBetween;0.15000000596046;0.02713974379003;0.07842729985714;1.21;1.00;5.19;NA;4;0.00;20.71;2.42;2.00;2.42;0.47;NA
Loop 11;cg.C;cg.cpp:918-922,new_allocator.h:191-191,stl_vector.h:993-993,stl_vector.h:1283-1292;main;Innermost;0.094999998807907;0.017188504338264;0.049670625478029;2.28;1.30;5.45;2.28;7;11.76;25.00;6.83;3.00;5.25;1.25;3.00
Loop 6;cg.C;cg.cpp:951-955,stl_vector.h:1129-1129;main;Innermost;0.089999996125698;0.01628384552896;0.047056376934052;2.00;1.29;7.58;3.00;1;0.00;18.75;3.00;1.50;2.33;0.40;1.00
Loop 59;cg.C;cg.cpp:848-849,move.h:197-199,stl_iterator.h:1148-1148,stl_iterator.h:1337-1337,stl_algo.h:88-92,stl_algo.h:97-99,stl_algo.h:1896-1896,stl_algo.h:1922-1924,stl_algo.h:1929-1929,stl_algo.h:1932-1932;void std::__introsort_loop<__gnu_cxx::__normal_iterator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet*, std::vector<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet, std::allocator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::TripletLess> >(__gnu_cxx::__normal_iterator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet*, std::vector<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet, std::allocator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet> > >, __gnu_cxx::__normal_iterator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet*, std::vector<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet, std::allocator<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::Triplet> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double)::TripletLess>) [clone .isra.0];Outermost;0.075000002980232;0.013569871895015;0.03921364992857;2.04;1.00;5.11;3.77;320;26.09;27.99;24.50;12.00;24.50;4.80;6.50
Loop 51;cg.C;cg.cpp:280-281;main._omp_fn.0;Innermost;0.014999999664724;0.011760554276407;0.033985160291195;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 30;cg.C;cg.cpp:678-680,cg.cpp:688-690;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);InBetween;0.014999999664724;0.010855897329748;0.031370919197798;2.00;1.00;6.15;3.33;3;11.11;22.22;3.33;1.67;3.33;0.54;1.00
Loop 2;cg.C;cg.cpp:931-932;main;Innermost;0.059999998658895;0.010855897329748;0.031370919197798;1.00;1.00;8.00;1.25;1;0.00;12.50;1.25;1.25;1.25;0.16;1.00
Loop 39;cg.C;cg.cpp:548-551;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Single;0.015000000596046;0.009951239451766;0.028756678104401;1.00;1.00;1.00;4.00;1;100.00;100.00;4.00;4.00;4.00;4.00;1.00
Loop 20;cg.C;cg.cpp:713-713,cg.cpp:976-977,cg.cpp:984-986,cg.cpp:994-995,cg.cpp:1001-1003;main;Innermost;0.03999999910593;0.0072372644208372;0.020913945510983;2.43;1.51;6.47;2.52;15;0.00;18.04;36.50;15.00;24.19;5.65;14.50
Loop 29;cg.C;cg.cpp:700-701;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.0099999997764826;0.0036186322104186;0.010456972755492;1.00;1.00;1.00;1.00;1;100.00;100.00;3.00;3.00;3.00;3.00;3.00
Loop 44;cg.C;cg.cpp:392-393;main._omp_fn.0;Innermost;0.0049999998882413;0.0018093161052093;0.0052284863777459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 25;cg.C;cg.cpp:566-566,cg.cpp:619-619,cg.cpp:636-636,cg.cpp:647-647,cg.cpp:655-655,cg.cpp:662-664,cg.cpp:675-675,cg.cpp:680-680,cg.cpp:690-690,cg.cpp:698-705;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);InBetween;0.0050000003539026;0.0018093161052093;0.0052284863777459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 21;cg.C;cg.cpp:777-784,cg.cpp:974-974,cg.cpp:1001-1002,cg.cpp:1017-1021,cg.cpp:1024-1027;main;InBetween;0.0049999998882413;0.00090465805260465;0.0026142431888729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 62;cg.C;cg.cpp:881-885,cg.cpp:888-888;sparse(double*, int*, int*, int, int, int, int*, int (*) [16], double (*) [16], int, int, int*, double, double) [clone ._omp_fn.1];InBetween;0.00499999942258;0.00090465805260465;0.0026142431888729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
